Key,Judge,Question,Index,User,UserType,Response,ResponseScore
Gemini-2.5-Flash_structure_011_2,MM,MM2,33,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_011_2,MM,MM2,33,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_011_2,MM,MM3,34,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_011_2,MM,MM3,34,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_011_2,MM,MM3,34,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_011_2,MM,MM4,35,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_011_2,MM,MM4,35,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_011_2,MM,MM4,35,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_011_2,MM,MM5,36,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_011_2,MM,MM5,36,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_011_2,MM,MM5,36,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_011_2,MM,MM6,37,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_011_2,MM,MM6,37,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_011_2,MM,MM6,37,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_011_2,MM,MM7,38,Gemini-2.5-Flash,llm,No,0
Gemini-2.5-Flash_structure_011_2,MM,MM7,38,Gemini-2.5-Flash,llm,No,0
Gemini-2.5-Flash_structure_011_2,MM,MM7,38,Gemini-2.5-Flash,llm,No,0
Gemini-2.5-Flash_structure_011_2,MM,MM8,39,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_011_2,MM,MM8,39,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_011_2,MM,MM8,39,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_017_2,MM,MM1,48,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_017_2,MM,MM1,48,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_017_2,MM,MM1,48,Gemini-2.5-Flash,llm,No,0
Gemini-2.5-Flash_structure_017_2,MM,MM2,49,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_017_2,MM,MM2,49,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_017_2,MM,MM2,49,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_017_2,MM,MM3,50,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_017_2,MM,MM3,50,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_017_2,MM,MM3,50,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_017_2,MM,MM4,51,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_017_2,MM,MM4,51,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_017_2,MM,MM4,51,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_017_2,MM,MM5,52,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_017_2,MM,MM5,52,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_017_2,MM,MM5,52,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_017_2,MM,MM6,53,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_017_2,MM,MM6,53,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_017_2,MM,MM6,53,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_017_2,MM,MM7,54,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_017_2,MM,MM7,54,Gemini-2.5-Flash,llm,No,0
Gemini-2.5-Flash_structure_017_2,MM,MM7,54,Gemini-2.5-Flash,llm,No,0
Gemini-2.5-Flash_structure_017_2,MM,MM8,55,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_017_2,MM,MM8,55,Gemini-2.5-Flash,llm,Yes,1
Gemini-2.5-Flash_structure_017_2,MM,MM8,55,Gemini-2.5-Flash,llm,Yes,1
Gemini-3-Flash_structure_006_5,MM,MM1,72,Gemini-3-Flash,llm,No,0
Gemini-3-Flash_structure_006_5,MM,MM1,72,Gemini-3-Flash,llm,No,0
Gemini-3-Flash_structure_006_5,MM,MM1,72,Gemini-3-Flash,llm,No,0
Gemini-3-Flash_structure_006_5,MM,MM2,73,Gemini-3-Flash,llm,No,0
Gemini-3-Flash_structure_006_5,MM,MM2,73,Gemini-3-Flash,llm,No,0
Gemini-3-Flash_structure_006_5,MM,MM2,73,Gemini-3-Flash,llm,No,0
Gemini-3-Flash_structure_006_5,MM,MM3,74,Gemini-3-Flash,llm,No,0
Gemini-3-Flash_structure_006_5,MM,MM3,74,Gemini-3-Flash,llm,No,0
Gemini-3-Flash_structure_006_5,MM,MM3,74,Gemini-3-Flash,llm,No,0
Gemini-3-Flash_structure_006_5,MM,MM4,75,Gemini-3-Flash,llm,No,0
Gemini-3-Flash_structure_006_5,MM,MM4,75,Gemini-3-Flash,llm,No,0
Gemini-3-Flash_structure_006_5,MM,MM4,75,Gemini-3-Flash,llm,No,0
Gemini-3-Flash_structure_006_5,MM,MM5,76,Gemini-3-Flash,llm,No,0
Gemini-3-Flash_structure_006_5,MM,MM5,76,Gemini-3-Flash,llm,No,0
Gemini-3-Flash_structure_006_5,MM,MM5,76,Gemini-3-Flash,llm,No,0
Gemini-3-Flash_structure_006_5,MM,MM6,77,Gemini-3-Flash,llm,No,0
Gemini-3-Flash_structure_006_5,MM,MM6,77,Gemini-3-Flash,llm,No,0
Gemini-3-Flash_structure_006_5,MM,MM6,77,Gemini-3-Flash,llm,No,0
Gemini-3-Flash_structure_006_5,MM,MM7,78,Gemini-3-Flash,llm,No,0
Gemini-3-Flash_structure_006_5,MM,MM7,78,Gemini-3-Flash,llm,No,0
Gemini-3-Flash_structure_006_5,MM,MM7,78,Gemini-3-Flash,llm,No,0
Gemini-3-Flash_structure_006_5,MM,MM8,79,Gemini-3-Flash,llm,No,0
Gemini-3-Flash_structure_006_5,MM,MM8,79,Gemini-3-Flash,llm,No,0
Gemini-3-Flash_structure_006_5,MM,MM8,79,Gemini-3-Flash,llm,No,0
Gemma-9b_structure_012_10,MM,MM1,88,Gemma-9b,llm,No,0
Gemma-9b_structure_012_10,MM,MM1,88,Gemma-9b,llm,No,0
Gemma-9b_structure_012_10,MM,MM1,88,Gemma-9b,llm,No,0
Gemma-9b_structure_012_10,MM,MM2,89,Gemma-9b,llm,No,0
Gemma-9b_structure_012_10,MM,MM2,89,Gemma-9b,llm,No,0
Gemma-9b_structure_012_10,MM,MM2,89,Gemma-9b,llm,No,0
Gemma-9b_structure_012_10,MM,MM3,90,Gemma-9b,llm,Yes,1
Gemma-9b_structure_012_10,MM,MM3,90,Gemma-9b,llm,Yes,1
Gemma-9b_structure_012_10,MM,MM3,90,Gemma-9b,llm,Yes,1
Gemma-9b_structure_012_10,MM,MM4,91,Gemma-9b,llm,Yes,1
Gemma-9b_structure_012_10,MM,MM4,91,Gemma-9b,llm,Yes,1
Gemma-9b_structure_012_10,MM,MM4,91,Gemma-9b,llm,Yes,1
Gemma-9b_structure_012_10,MM,MM5,92,Gemma-9b,llm,No,0
Gemma-9b_structure_012_10,MM,MM5,92,Gemma-9b,llm,No,0
Gemma-9b_structure_012_10,MM,MM5,92,Gemma-9b,llm,No,0
Gemma-9b_structure_012_10,MM,MM6,93,Gemma-9b,llm,Yes,1
Gemma-9b_structure_012_10,MM,MM6,93,Gemma-9b,llm,Yes,1
Gemma-9b_structure_012_10,MM,MM6,93,Gemma-9b,llm,Yes,1
Gemma-9b_structure_012_10,MM,MM7,94,Gemma-9b,llm,No,0
Gemma-9b_structure_012_10,MM,MM7,94,Gemma-9b,llm,No,0
Gemma-9b_structure_012_10,MM,MM7,94,Gemma-9b,llm,No,0
Gemma-9b_structure_012_10,MM,MM8,95,Gemma-9b,llm,No,0
Gemma-9b_structure_012_10,MM,MM8,95,Gemma-9b,llm,No,0
Gemma-9b_structure_012_10,MM,MM8,95,Gemma-9b,llm,No,0
GPT-4.1-Mini_structure_006_4,MM,MM1,104,GPT-4.1-Mini,llm,No,0
GPT-4.1-Mini_structure_006_4,MM,MM1,104,GPT-4.1-Mini,llm,No,0
GPT-4.1-Mini_structure_006_4,MM,MM1,104,GPT-4.1-Mini,llm,No,0
GPT-4.1-Mini_structure_006_4,MM,MM2,105,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_006_4,MM,MM2,105,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_006_4,MM,MM2,105,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_006_4,MM,MM3,106,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_006_4,MM,MM3,106,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_006_4,MM,MM3,106,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_006_4,MM,MM4,107,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_006_4,MM,MM4,107,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_006_4,MM,MM4,107,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_006_4,MM,MM5,108,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_006_4,MM,MM5,108,GPT-4.1-Mini,llm,No,0
GPT-4.1-Mini_structure_006_4,MM,MM5,108,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_006_4,MM,MM6,109,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_006_4,MM,MM6,109,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_006_4,MM,MM6,109,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_006_4,MM,MM7,110,GPT-4.1-Mini,llm,No,0
GPT-4.1-Mini_structure_006_4,MM,MM7,110,GPT-4.1-Mini,llm,No,0
GPT-4.1-Mini_structure_006_4,MM,MM7,110,GPT-4.1-Mini,llm,No,0
GPT-4.1-Mini_structure_006_4,MM,MM8,111,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_006_4,MM,MM8,111,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_006_4,MM,MM8,111,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_020_8,MM,MM1,120,GPT-4.1-Mini,llm,No,0
GPT-4.1-Mini_structure_020_8,MM,MM1,120,GPT-4.1-Mini,llm,No,0
GPT-4.1-Mini_structure_020_8,MM,MM1,120,GPT-4.1-Mini,llm,No,0
GPT-4.1-Mini_structure_020_8,MM,MM2,121,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_020_8,MM,MM2,121,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_020_8,MM,MM2,121,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_020_8,MM,MM3,122,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_020_8,MM,MM3,122,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_020_8,MM,MM3,122,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_020_8,MM,MM4,123,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_020_8,MM,MM4,123,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_020_8,MM,MM4,123,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_020_8,MM,MM5,124,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_020_8,MM,MM5,124,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_020_8,MM,MM5,124,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_020_8,MM,MM6,125,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_020_8,MM,MM6,125,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_020_8,MM,MM6,125,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_020_8,MM,MM7,126,GPT-4.1-Mini,llm,No,0
GPT-4.1-Mini_structure_020_8,MM,MM7,126,GPT-4.1-Mini,llm,No,0
GPT-4.1-Mini_structure_020_8,MM,MM7,126,GPT-4.1-Mini,llm,No,0
GPT-4.1-Mini_structure_020_8,MM,MM8,127,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_020_8,MM,MM8,127,GPT-4.1-Mini,llm,Yes,1
GPT-4.1-Mini_structure_020_8,MM,MM8,127,GPT-4.1-Mini,llm,Yes,1
GPT-4o_structure_006_17,MM,MM1,128,GPT-4o,llm,No,0
GPT-4o_structure_006_17,MM,MM1,128,GPT-4o,llm,No,0
GPT-4o_structure_006_17,MM,MM1,128,GPT-4o,llm,No,0
GPT-4o_structure_006_17,MM,MM2,129,GPT-4o,llm,Yes,1
GPT-4o_structure_006_17,MM,MM2,129,GPT-4o,llm,Yes,1
GPT-4o_structure_006_17,MM,MM2,129,GPT-4o,llm,Yes,1
GPT-4o_structure_006_17,MM,MM3,130,GPT-4o,llm,Yes,1
GPT-4o_structure_006_17,MM,MM3,130,GPT-4o,llm,Yes,1
GPT-4o_structure_006_17,MM,MM3,130,GPT-4o,llm,Yes,1
GPT-4o_structure_006_17,MM,MM4,131,GPT-4o,llm,Yes,1
GPT-4o_structure_006_17,MM,MM4,131,GPT-4o,llm,Yes,1
GPT-4o_structure_006_17,MM,MM4,131,GPT-4o,llm,Yes,1
GPT-4o_structure_006_17,MM,MM5,132,GPT-4o,llm,No,0
GPT-4o_structure_006_17,MM,MM5,132,GPT-4o,llm,No,0
GPT-4o_structure_006_17,MM,MM5,132,GPT-4o,llm,No,0
GPT-4o_structure_006_17,MM,MM6,133,GPT-4o,llm,Yes,1
GPT-4o_structure_006_17,MM,MM6,133,GPT-4o,llm,Yes,1
GPT-4o_structure_006_17,MM,MM6,133,GPT-4o,llm,Yes,1
GPT-4o_structure_006_17,MM,MM7,134,GPT-4o,llm,No,0
GPT-4o_structure_006_17,MM,MM7,134,GPT-4o,llm,No,0
GPT-4o_structure_006_17,MM,MM7,134,GPT-4o,llm,No,0
GPT-4o_structure_006_17,MM,MM8,135,GPT-4o,llm,Yes,1
GPT-4o_structure_006_17,MM,MM8,135,GPT-4o,llm,Yes,1
GPT-4o_structure_006_17,MM,MM8,135,GPT-4o,llm,Yes,1
GPT-4o_structure_006_20,MM,MM1,144,GPT-4o,llm,No,0
GPT-4o_structure_006_20,MM,MM1,144,GPT-4o,llm,No,0
GPT-4o_structure_006_20,MM,MM1,144,GPT-4o,llm,No,0
GPT-4o_structure_006_20,MM,MM2,145,GPT-4o,llm,Yes,1
GPT-4o_structure_006_20,MM,MM2,145,GPT-4o,llm,Yes,1
GPT-4o_structure_006_20,MM,MM2,145,GPT-4o,llm,Yes,1
GPT-4o_structure_006_20,MM,MM3,146,GPT-4o,llm,Yes,1
GPT-4o_structure_006_20,MM,MM3,146,GPT-4o,llm,Yes,1
GPT-4o_structure_006_20,MM,MM3,146,GPT-4o,llm,Yes,1
GPT-4o_structure_006_20,MM,MM4,147,GPT-4o,llm,Yes,1
GPT-4o_structure_006_20,MM,MM4,147,GPT-4o,llm,Yes,1
GPT-4o_structure_006_20,MM,MM4,147,GPT-4o,llm,Yes,1
GPT-4o_structure_006_20,MM,MM5,148,GPT-4o,llm,No,0
GPT-4o_structure_006_20,MM,MM5,148,GPT-4o,llm,Yes,1
GPT-4o_structure_006_20,MM,MM5,148,GPT-4o,llm,Yes,1
GPT-4o_structure_006_20,MM,MM6,149,GPT-4o,llm,Yes,1
GPT-4o_structure_006_20,MM,MM6,149,GPT-4o,llm,Yes,1
GPT-4o_structure_006_20,MM,MM6,149,GPT-4o,llm,Yes,1
GPT-4o_structure_006_20,MM,MM7,150,GPT-4o,llm,No,0
GPT-4o_structure_006_20,MM,MM7,150,GPT-4o,llm,No,0
GPT-4o_structure_006_20,MM,MM7,150,GPT-4o,llm,No,0
GPT-4o_structure_006_20,MM,MM8,151,GPT-4o,llm,Yes,1
GPT-4o_structure_006_20,MM,MM8,151,GPT-4o,llm,Yes,1
GPT-4o_structure_006_20,MM,MM8,151,GPT-4o,llm,Yes,1
GPT-4o_structure_020_15,MM,MM1,160,GPT-4o,llm,No,0
GPT-4o_structure_020_15,MM,MM1,160,GPT-4o,llm,No,0
GPT-4o_structure_020_15,MM,MM1,160,GPT-4o,llm,No,0
GPT-4o_structure_020_15,MM,MM2,161,GPT-4o,llm,Yes,1
GPT-4o_structure_020_15,MM,MM2,161,GPT-4o,llm,Yes,1
GPT-4o_structure_020_15,MM,MM2,161,GPT-4o,llm,Yes,1
GPT-4o_structure_020_15,MM,MM3,162,GPT-4o,llm,Yes,1
GPT-4o_structure_020_15,MM,MM3,162,GPT-4o,llm,Yes,1
GPT-4o_structure_020_15,MM,MM3,162,GPT-4o,llm,Yes,1
GPT-4o_structure_020_15,MM,MM4,163,GPT-4o,llm,Yes,1
GPT-4o_structure_020_15,MM,MM4,163,GPT-4o,llm,Yes,1
GPT-4o_structure_020_15,MM,MM4,163,GPT-4o,llm,Yes,1
GPT-4o_structure_020_15,MM,MM5,164,GPT-4o,llm,No,0
GPT-4o_structure_020_15,MM,MM5,164,GPT-4o,llm,Yes,1
GPT-4o_structure_020_15,MM,MM5,164,GPT-4o,llm,Yes,1
GPT-4o_structure_020_15,MM,MM6,165,GPT-4o,llm,Yes,1
GPT-4o_structure_020_15,MM,MM6,165,GPT-4o,llm,Yes,1
GPT-4o_structure_020_15,MM,MM6,165,GPT-4o,llm,Yes,1
GPT-4o_structure_020_15,MM,MM7,166,GPT-4o,llm,No,0
GPT-4o_structure_020_15,MM,MM7,166,GPT-4o,llm,No,0
GPT-4o_structure_020_15,MM,MM7,166,GPT-4o,llm,No,0
GPT-4o_structure_020_15,MM,MM8,167,GPT-4o,llm,Yes,1
GPT-4o_structure_020_15,MM,MM8,167,GPT-4o,llm,Yes,1
GPT-4o_structure_020_15,MM,MM8,167,GPT-4o,llm,Yes,1
Llama-8b_structure_015_8,MM,MM1,168,Llama-8b,llm,No,0
Llama-8b_structure_015_8,MM,MM1,168,Llama-8b,llm,No,0
Llama-8b_structure_015_8,MM,MM1,168,Llama-8b,llm,No,0
Llama-8b_structure_015_8,MM,MM2,169,Llama-8b,llm,Yes,1
Llama-8b_structure_015_8,MM,MM2,169,Llama-8b,llm,Yes,1
Llama-8b_structure_015_8,MM,MM2,169,Llama-8b,llm,Yes,1
Llama-8b_structure_015_8,MM,MM3,170,Llama-8b,llm,Yes,1
Llama-8b_structure_015_8,MM,MM3,170,Llama-8b,llm,Yes,1
Llama-8b_structure_015_8,MM,MM3,170,Llama-8b,llm,Yes,1
Llama-8b_structure_015_8,MM,MM4,171,Llama-8b,llm,Yes,1
Llama-8b_structure_015_8,MM,MM4,171,Llama-8b,llm,Yes,1
Llama-8b_structure_015_8,MM,MM4,171,Llama-8b,llm,Yes,1
Llama-8b_structure_015_8,MM,MM5,172,Llama-8b,llm,No,0
Llama-8b_structure_015_8,MM,MM5,172,Llama-8b,llm,No,0
Llama-8b_structure_015_8,MM,MM5,172,Llama-8b,llm,No,0
Llama-8b_structure_015_8,MM,MM6,173,Llama-8b,llm,No,0
Llama-8b_structure_015_8,MM,MM6,173,Llama-8b,llm,No,0
Llama-8b_structure_015_8,MM,MM6,173,Llama-8b,llm,No,0
Llama-8b_structure_015_8,MM,MM7,174,Llama-8b,llm,No,0
Llama-8b_structure_015_8,MM,MM7,174,Llama-8b,llm,No,0
Llama-8b_structure_015_8,MM,MM7,174,Llama-8b,llm,No,0
Llama-8b_structure_015_8,MM,MM8,175,Llama-8b,llm,Yes,1
Llama-8b_structure_015_8,MM,MM8,175,Llama-8b,llm,Yes,1
Llama-8b_structure_015_8,MM,MM8,175,Llama-8b,llm,Yes,1
Mistral-7b_structure_010_14,MM,MM1,184,Mistral-7b,llm,No,0
Mistral-7b_structure_010_14,MM,MM1,184,Mistral-7b,llm,No,0
Mistral-7b_structure_010_14,MM,MM1,184,Mistral-7b,llm,No,0
Mistral-7b_structure_010_14,MM,MM2,185,Mistral-7b,llm,Yes,1
Mistral-7b_structure_010_14,MM,MM2,185,Mistral-7b,llm,Yes,1
Mistral-7b_structure_010_14,MM,MM2,185,Mistral-7b,llm,Yes,1
Mistral-7b_structure_010_14,MM,MM3,186,Mistral-7b,llm,Yes,1
Mistral-7b_structure_010_14,MM,MM3,186,Mistral-7b,llm,Yes,1
Mistral-7b_structure_010_14,MM,MM3,186,Mistral-7b,llm,Yes,1
Mistral-7b_structure_010_14,MM,MM4,187,Mistral-7b,llm,Yes,1
Mistral-7b_structure_010_14,MM,MM4,187,Mistral-7b,llm,Yes,1
Mistral-7b_structure_010_14,MM,MM4,187,Mistral-7b,llm,Yes,1
Mistral-7b_structure_010_14,MM,MM5,188,Mistral-7b,llm,No,0
Mistral-7b_structure_010_14,MM,MM5,188,Mistral-7b,llm,No,0
Mistral-7b_structure_010_14,MM,MM5,188,Mistral-7b,llm,No,0
Mistral-7b_structure_010_14,MM,MM6,189,Mistral-7b,llm,No,0
Mistral-7b_structure_010_14,MM,MM6,189,Mistral-7b,llm,No,0
Mistral-7b_structure_010_14,MM,MM6,189,Mistral-7b,llm,No,0
Mistral-7b_structure_010_14,MM,MM7,190,Mistral-7b,llm,No,0
Mistral-7b_structure_010_14,MM,MM7,190,Mistral-7b,llm,No,0
Mistral-7b_structure_010_14,MM,MM7,190,Mistral-7b,llm,No,0
Mistral-7b_structure_010_14,MM,MM8,191,Mistral-7b,llm,Yes,1
Mistral-7b_structure_010_14,MM,MM8,191,Mistral-7b,llm,Yes,1
Mistral-7b_structure_010_14,MM,MM8,191,Mistral-7b,llm,Yes,1
